OBJECTID;ID_LOCAL;X;Y;Xbis;Ybis;C20_NIV8;F7;ARRO;QUA;IRIS;NUM;LET;TYP_VOIE;LIB_VOIE;C20_SIT;C20_CODACT;C20_LIBACT;C20_SURF;C20_CC_ID;C20_NOM_CC;CODE_PROTECTION;TYPE_PROTECTION;CODE_ZTI;NOM_ZTI
7121;84876;655086.4151;6860601.3237;655088.939970538;6860598.22127695;2;null;12;46;751124619;4;null;PAS;MONTGALLET;R;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
2996;43346;655200.6738;6860685.7206;655198.214456126;6860688.87522006;2;null;12;46;751124619;62;null;RUE;REUILLY;R;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;0;null;0;null
2997;43351;655059.3566;6860860.1221;655059.3566;6860860.1221;2;null;12;46;751124619;34;null;RUE;REUILLY;A;CA203;Supermarché discount;3;0;null;0;null;0;null
3002;43394;655154.1757;6860777.1904;655156.655912132;6860774.0521604;2;null;12;46;751124617;65;null;RUE;REUILLY;R;CA111;Commerce détail de boissons;1;0;null;0;null;0;null
7120;84872;655113.1394;6860736.3477;655113.1394;6860736.3477;2;null;12;46;751124619;6;null;PL;MAURICE DE FONTENAY;R;CA114;Produits alimentaires spécialisés régionaux et étrangers;1;0;null;0;null;0;null
3000;43374;655084.9476;6860866.2411;655084.9476;6860866.2411;2;null;12;46;751124618;45;null;RUE;REUILLY;R;CA201;Monoprix;3;0;null;0;null;0;null
2999;43368;655042.6714;6860929.1271;655042.6714;6860929.1271;2;null;12;46;751124618;37;null;RUE;REUILLY;R;CA107;Vente de produits surgelés;1;0;null;1;PCA;0;null
2977;43167;655202.8224;6860085.9011;655210.755769297;6860086.93146479;2;null;12;46;751124612;3;null;BD;REUILLY;R;CA106;Torréfacteur -  Commerce détail  thé et café;1;0;null;1;PCA;0;null
2975;43152;655136.7513;6860141.9217;655136.7513;6860141.9217;2;null;12;46;751124612;201;null;RUE;CHARENTON;R;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
7667;98262;655090.3363;6860191.3837;655090.3363;6860191.3837;2;null;12;47;751124704;222;null;RUE;CHARENTON;R;CA108;Vente de fruits et légumes;1;0;null;0;null;0;null
2974;43149;655121.3422;6860167.9639;655121.3422;6860167.9639;2;null;12;46;751124612;195;null;RUE;CHARENTON;R;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;0;null;0;null
