OBJECTID;ID_LOCAL;X;Y;Xbis;Ybis;C20_NIV8;F7;ARRO;QUA;IRIS;NUM;LET;TYP_VOIE;LIB_VOIE;C20_SIT;C20_CODACT;C20_LIBACT;C20_SURF;C20_CC_ID;C20_NOM_CC;CODE_PROTECTION;TYPE_PROTECTION;CODE_ZTI;NOM_ZTI
7290;88488;653519.0149;6858279.2052;653519.0149;6858279.2052;2;null;13;50;751135008;24;null;AV;IVRY;R;CA107;Vente de produits surgelés;1;0;null;0;null;0;null
3287;46661;653437.3949;6858342.0287;653437.3949;6858342.0287;2;null;13;50;751135007;44;null;AV;IVRY;CC;CA113;Glacier : vente à emporter et consommation sur place;1;62;OSLO;0;null;0;null
3260;46345;654006.1948;6858387.7941;654006.1948;6858387.7941;2;null;13;50;751135012;2;null;RUE;ALBERT;R;CA102;Traiteur asiatique;1;0;null;0;null;0;null
3255;46317;654046.4988;6858599.4099;654046.4988;6858599.4099;2;null;13;50;751135012;51;null;RUE;PATAY;R;CA102;Traiteur asiatique;1;0;null;1;PCA;0;null
3246;46265;653750.6297;6858493.0045;653750.6297;6858493.0045;2;null;13;50;751135011;38;null;RUE;CHATEAU DES RENTIERS;R;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
3245;46225;653792.1853;6858357.1156;653790.553890237;6858360.76779142;2;null;13;50;751135009;17;null;RUE;CHATEAU DES RENTIERS;R;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;0;null;0;null
3276;46500;653793.7676;6858072.9758;653793.7676;6858072.9758;2;null;13;50;751135002;44;null;AV;PORTE D IVRY;R;CA301;Alimentation générale  <120m²;1;0;null;1;PCA;0;null
3265;46389;653737.8999;6858115.8523;653737.8999;6858115.8523;2;null;13;50;751135002;50;null;AV;PORTE D IVRY;R;CA104;Pâtisserie;1;0;null;1;PCA;0;null
3295;46743;654010.999;6858004.4158;654007.277841789;6858002.94849581;2;null;13;50;751135002;3;null;AV;JOSEPH BEDIER;R;CA104;Pâtisserie;1;0;null;0;null;0;null
3264;46384;653739.6182;6858129.3152;653739.6182;6858129.3152;2;null;13;50;751135002;75;null;BD;MASSENA;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;1;PCA;0;null
7454;93062;653961.9722;6858167.2721;653961.9722;6858167.2721;2;null;13;50;751135001;13;null;AV;CLAUDE REGAUD;R;CA302;Supérette  classique;1;0;null;0;null;0;null
3291;46691;653556.0647;6858205.2107;653556.0647;6858205.2107;2;null;13;50;751135004;21;null;AV;IVRY;R;CA204;Supermarché spécialisé;2;0;null;0;null;0;null
3309;46793;653409.9394;6858327.2116;653406.753702749;6858329.63055288;2;null;13;50;751135005;51;null;AV;IVRY;R;CA109;Boucherie - Boucherie-Charcuterie;1;0;null;0;null;0;null
3288;46673;653437.3949;6858342.0287;653437.3949;6858342.0287;2;null;13;50;751135007;44;null;AV;IVRY;CC;CA204;Supermarché spécialisé;3;62;OSLO;0;null;0;null
3286;46649;653437.3949;6858342.0287;653437.3949;6858342.0287;2;null;13;50;751135007;44;null;AV;IVRY;CC;CA109;Boucherie - Boucherie-Charcuterie;1;62;OSLO;0;null;0;null
3285;46615;653437.3949;6858342.0287;653437.3949;6858342.0287;2;null;13;50;751135007;44;null;AV;IVRY;CC;CA204;Supermarché spécialisé;3;62;OSLO;0;null;0;null
3289;46676;653409.9811;6858363.0676;653409.9811;6858363.0676;2;null;13;50;751135007;48;null;AV;IVRY;R;CA204;Supermarché spécialisé;3;0;null;0;null;0;null
3307;46787;653338.9309;6858371.1465;653338.9309;6858371.1465;2;null;13;50;751135005;2;null;RUE;SIMONE WEIL;A;CA104;Pâtisserie;1;0;null;0;null;0;null
3312;46817;653378.1565;6858134.2944;653378.1565;6858134.2944;2;null;13;50;751135003;13;null;PL;VENETIE;CC;CA107;Vente de produits surgelés;1;63;LA GALERIE MASSENA;0;null;0;null
3315;46825;653378.1565;6858134.2944;653378.1565;6858134.2944;2;null;13;50;751135003;13;null;PL;VENETIE;CC;CA103;Boulangerie - Boulangerie Pâtisserie;1;63;LA GALERIE MASSENA;0;null;0;null
3314;46822;653378.1565;6858134.2944;653378.1565;6858134.2944;2;null;13;50;751135003;13;null;PL;VENETIE;CC;CA108;Vente de fruits et légumes;1;63;LA GALERIE MASSENA;0;null;0;null
3313;46820;653378.1565;6858134.2944;653378.1565;6858134.2944;2;null;13;50;751135003;13;null;PL;VENETIE;CC;CA102;Traiteur asiatique;1;63;LA GALERIE MASSENA;0;null;0;null
3311;46816;653378.1565;6858134.2944;653378.1565;6858134.2944;2;null;13;50;751135003;13;null;PL;VENETIE;CC;CA304;Supérette  spécialisée;1;63;LA GALERIE MASSENA;0;null;0;null
3308;46792;653409.9394;6858327.2116;653409.9394;6858327.2116;2;null;13;50;751135005;51;null;AV;IVRY;A;CA102;Traiteur asiatique;1;0;null;0;null;0;null
3266;46394;653414.4149;6857882.8014;653414.4149;6857882.8014;2;null;13;50;751135002;28;null;AV;PORTE DE CHOISY;A;CA107;Vente de produits surgelés;1;0;null;1;PCA;0;null
3339;47172;653375.0153;6857889.5239;653373.177600717;6857893.07676664;2;null;13;51;751135101;31;null;AV;PORTE DE CHOISY;R;CA109;Boucherie - Boucherie-Charcuterie;1;0;null;1;PCA;0;null
3267;46400;653394.5741;6857944.4044;653394.5741;6857944.4044;2;null;13;50;751135002;111;null;BD;MASSENA;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;0;null;0;null
7162;85787;653335.7124;6858037.6665;653337.555057869;6858034.11620255;2;null;13;50;751135003;8;null;AV;CHOISY;R;CA304;Supérette  spécialisée;1;0;null;0;null;0;null
3317;46831;653378.1565;6858134.2944;653378.1565;6858134.2944;2;null;13;50;751135003;13;null;PL;VENETIE;CC;CA102;Traiteur asiatique;1;63;LA GALERIE MASSENA;0;null;0;null
3316;46828;653378.1565;6858134.2944;653378.1565;6858134.2944;2;null;13;50;751135003;13;null;PL;VENETIE;CC;CA206;Hypermarché;3;63;LA GALERIE MASSENA;0;null;0;null
3304;46782;653329.1854;6858389.4617;653329.1854;6858389.4617;2;null;13;50;751135005;67;null;AV;IVRY;R;CA102;Traiteur asiatique;1;0;null;0;null;0;null
3305;46784;653314.4772;6858400.7711;653314.4772;6858400.7711;2;null;13;50;751135005;71;null;AV;IVRY;R;CA107;Vente de produits surgelés;1;0;null;0;null;0;null
3268;46407;653160.5655;6858423.244;653160.5655;6858423.244;2;null;13;50;751135005;88;null;RUE;BAUDRICOURT;R;CA304;Supérette  spécialisée;1;0;null;0;null;0;null
3306;46785;653307.0793;6858406.4601;653307.0793;6858406.4601;2;null;13;50;751135005;73;null;AV;IVRY;R;CA102;Traiteur asiatique;1;0;null;0;null;0;null
3290;46686;653306.9961;6858442.3252;653306.9961;6858442.3252;2;null;13;50;751135007;66;null;AV;IVRY;CC;CA203;Supermarché discount;2;621;STADIUM;0;null;0;null
3303;46780;653256.3357;6858445.4876;653256.3357;6858445.4876;2;null;13;50;751135005;81;null;AV;IVRY;A;CA304;Supérette  spécialisée;1;0;null;0;null;0;null
3331;47088;653176.5769;6858227.0993;653172.935030849;6858225.44497564;2;null;13;51;751135104;3;null;RUE;PHILIBERT LUCOT;R;CA114;Produits alimentaires spécialisés régionaux et étrangers;1;0;null;0;null;0;null
3299;46759;653210.9832;6858282.584;653210.9832;6858282.584;2;null;13;50;751135005;52;null;AV;CHOISY;R;CA204;Supermarché spécialisé;2;0;null;0;null;0;null
3300;46765;653189.7813;6858315.8979;653189.7813;6858315.8979;2;null;13;50;751135005;58;null;AV;CHOISY;R;CA102;Traiteur asiatique;1;0;null;0;null;0;null
