OBJECTID;ID_LOCAL;X;Y;Xbis;Ybis;C20_NIV8;F7;ARRO;QUA;IRIS;NUM;LET;TYP_VOIE;LIB_VOIE;C20_SIT;C20_CODACT;C20_LIBACT;C20_SURF;C20_CC_ID;C20_NOM_CC;CODE_PROTECTION;TYPE_PROTECTION;CODE_ZTI;NOM_ZTI
207;13564;651633.2482;6860885.9251;651633.2482;6860885.9251;8;null;5;19;751051905;6;null;RUE;GAY LUSSAC;A;CI104;Hôtel de tourisme avec 3 étoiles;2;0;null;0;null;0;null
210;13632;651662.583;6860913.2298;651662.583;6860913.2298;8;null;5;19;751051905;10;null;RUE;LE GOFF;R;CI103;Hôtel de tourisme avec 2 étoiles;2;0;null;0;null;0;null
211;13685;651729.8324;6861068.9196;651729.8324;6861068.9196;8;null;5;20;751052002;19;null;RUE;CUJAS;A;CI105;Hôtel de tourisme avec 4 étoiles;3;0;null;0;null;0;null
219;13922;651734.4488;6861080.7615;651737.441382137;6861078.10736132;8;null;5;20;751052002;16;null;RUE;CUJAS;R;CI104;Hôtel de tourisme avec 3 étoiles;2;0;null;0;null;0;null
224;13942;651744.5807;6861083.6372;651744.5807;6861083.6372;8;null;5;20;751052002;8;null;RUE;VICTOR COUSIN;R;CI103;Hôtel de tourisme avec 2 étoiles;2;0;null;0;null;0;null
220;13923;651724.1431;6861090.0629;651724.1431;6861090.0629;8;null;5;20;751052002;18;null;RUE;CUJAS;R;CI104;Hôtel de tourisme avec 3 étoiles;2;0;null;0;null;0;null
221;13926;651711.6778;6861101.3124;651711.6778;6861101.3124;8;null;5;20;751052002;20;null;RUE;CUJAS;R;CI104;Hôtel de tourisme avec 3 étoiles;3;0;null;0;null;0;null
228;13979;651729.9463;6861219.7451;651729.9463;6861219.7451;8;null;5;20;751052002;41;null;BD;SAINT MICHEL;R;CI105;Hôtel de tourisme avec 4 étoiles;3;0;null;2;PCA - PRCA;0;null
223;13941;651750.61;6861097.6142;651750.61;6861097.6142;8;null;5;20;751052002;6;null;RUE;VICTOR COUSIN;R;CI104;Hôtel de tourisme avec 3 étoiles;2;0;null;0;null;0;null
227;13972;651757.2497;6861285.684;651755.75192059;6861281.97500326;8;null;5;20;751052002;31;null;BD;SAINT MICHEL;R;CI103;Hôtel de tourisme avec 2 étoiles;3;0;null;2;PCA - PRCA;0;null
222;13934;651755.9377;6861129.4986;651755.9377;6861129.4986;8;null;5;20;751052002;1;null;PL;SORBONNE;R;CI105;Hôtel de tourisme avec 4 étoiles;3;0;null;0;null;0;null
209;13606;651755.9875;6860893.755;651755.9875;6860893.755;8;null;5;19;751051905;7;null;RUE;MALEBRANCHE;R;CI103;Hôtel de tourisme avec 2 étoiles;2;0;null;0;null;0;null
225;13944;651787.6024;6861284.8789;651787.6024;6861284.8789;8;null;5;20;751052002;3;null;RUE;CHAMPOLLION;R;CI104;Hôtel de tourisme avec 3 étoiles;2;0;null;0;null;0;null
226;13963;651800.5177;6861231.9715;651800.5177;6861231.9715;8;null;5;20;751052002;14;null;RUE;SORBONNE;R;CI105;Hôtel de tourisme avec 4 étoiles;3;0;null;0;null;0;null
661;12164;652627.0551;6860765.9508;652627.0551;6860765.9508;2;null;5;17;751051702;23;null;RUE;LINNE;A;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
662;12168;652624.8425;6860789.4288;652624.434802283;6860793.40796858;2;null;5;17;751051702;29;null;RUE;LINNE;R;CA102;Traiteur asiatique;1;0;null;0;null;0;null
671;12235;652614.9931;6860895.5769;652614.9931;6860895.5769;2;null;5;17;751051701;45;null;RUE;LINNE;R;CA102;Traiteur asiatique;1;0;null;0;null;0;null
669;12221;652605.0369;6860921.5801;652605.0369;6860921.5801;2;null;5;17;751051701;23;null;RUE;JUSSIEU;R;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;0;null;0;null
670;12224;652595.5506;6860931.3866;652592.745967016;6860934.23862276;2;null;5;17;751051701;25;null;RUE;JUSSIEU;R;CA101;Charcuterie - Traiteur - Epicerie fine;1;0;null;0;null;0;null
7383;90810;652560.4085;6860967.6954;652560.4085;6860967.6954;2;null;5;17;751051701;35;null;RUE;JUSSIEU;R;CA302;Supérette  classique;1;0;null;0;null;0;null
644;11983;652474.3328;6860997.8569;652477.10489776;6861000.74055636;2;null;5;17;751051701;34;null;RUE;CARDINAL LEMOINE;R;CA102;Traiteur asiatique;1;0;null;0;null;0;null
623;11811;652582.2221;6861075.2283;652582.2221;6861075.2283;2;null;5;17;751051704;34;null;RUE;FOSSES SAINT BERNARD;R;CA302;Supérette  classique;2;0;null;1;PCA;0;null
645;11992;652465.8275;6861023.5018;652462.117458291;6861024.99698912;2;null;5;17;751051701;3;null;RUE;ECOLES;R;CA301;Alimentation générale  <120m²;1;0;null;1;PCA;0;null
656;12119;652477.0049;6860621.5972;652476.620127942;6860617.6157492;2;null;5;17;751051702;69;null;RUE;MONGE;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;1;PCA;0;null
655;12110;652482.2653;6860671.6226;652481.880527942;6860667.6411492;2;null;5;17;751051702;59;null;RUE;MONGE;R;CA114;Produits alimentaires spécialisés régionaux et étrangers;1;0;null;1;PCA;0;null
650;12102;652459.1145;6860661.9576;652459.49788301;6860665.93918479;2;null;5;17;751051703;60;null;RUE;MONGE;R;CA112;Crèmerie - Fromagerie;1;0;null;1;PCA;0;null
651;12104;652457.4076;6860645.6624;652457.79098301;6860649.64398479;2;null;5;17;751051703;62;null;RUE;MONGE;R;CA111;Commerce détail de boissons;1;0;null;1;PCA;0;null
654;12109;652482.2653;6860671.6226;652482.2653;6860671.6226;2;null;5;17;751051702;59;null;RUE;MONGE;A;CA109;Boucherie - Boucherie-Charcuterie;1;0;null;1;PCA;0;null
657;12144;652638.2292;6860677.1452;652637.796508599;6860681.1217284;2;null;5;17;751051702;11;null;RUE;LINNE;R;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
658;12145;652638.2292;6860677.1452;652637.363817199;6860685.09825681;2;null;5;17;751051702;11;null;RUE;LINNE;R;CA102;Traiteur asiatique;1;0;null;0;null;0;null
667;12200;652479.9136;6860706.3984;652481.785235543;6860698.62041952;2;null;5;17;751051702;57;null;RUE;MONGE;R;CA111;Commerce détail de boissons;1;0;null;1;PCA;0;null
659;12153;652629.1202;6860743.613;652628.704863542;6860747.59137852;2;null;5;17;751051702;21;null;RUE;LINNE;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;0;null;0;null
696;12473;652563.0686;6860323.3477;652563.0686;6860323.3477;2;null;5;18;751051806;19;null;RUE;DAUBENTON;R;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;0;null;0;null
653;12107;652488.2052;6860610.5973;652488.2052;6860610.5973;2;null;5;17;751051702;22;null;RUE;LACEPEDE;R;CA114;Produits alimentaires spécialisés régionaux et étrangers;1;0;null;0;null;0;null
697;12485;652575.7318;6860404.4178;652575.7318;6860404.4178;2;null;5;18;751051806;8;null;RUE;LARREY;R;CA114;Produits alimentaires spécialisés régionaux et étrangers;1;0;null;0;null;0;null
702;12542;652465.1963;6860308.8656;652465.1963;6860308.8656;2;null;5;18;751051806;36;null;RUE;DAUBENTON;R;CA102;Traiteur asiatique;1;0;null;0;null;0;null
