OBJECTID;ID_LOCAL;X;Y;Xbis;Ybis;C20_NIV8;F7;ARRO;QUA;IRIS;NUM;LET;TYP_VOIE;LIB_VOIE;C20_SIT;C20_CODACT;C20_LIBACT;C20_SURF;C20_CC_ID;C20_NOM_CC;CODE_PROTECTION;TYPE_PROTECTION;CODE_ZTI;NOM_ZTI
6655;79019;655268.8217;6863917.5541;655268.8217;6863917.5541;2;null;20;77;751207712;82;null;RUE;RIGOLES;R;CA114;Produits alimentaires spécialisés régionaux et étrangers;1;0;null;1;PCA;0;null
6652;79005;655232.889;6863950.1212;655232.889;6863950.1212;2;null;20;77;751207712;2;null;RUE;JOURDAIN;A;CA302;Supérette  classique;1;0;null;1;PCA;0;null
6656;79021;655256.5006;6863924.545;655256.5006;6863924.545;2;null;20;77;751207712;84;null;RUE;RIGOLES;R;CA301;Alimentation générale  <120m²;1;0;null;1;PCA;0;null
6622;78866;655406.1179;6863689.499;655406.1179;6863689.499;2;null;20;77;751207702;341;null;RUE;PYRENEES;A;CA302;Supérette  classique;1;0;null;1;PCA;0;null
6665;79104;655374.09;6863760.4611;655374.09;6863760.4611;2;null;20;77;751207713;304;null;RUE;PYRENEES;R;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;1;PCA;0;null
6666;79111;655319.1053;6863824.7019;655321.732695868;6863821.68581132;2;null;20;77;751207713;322;null;RUE;PYRENEES;R;CA202;Supermarché classique;2;0;null;1;PCA;0;null
6623;78878;655356.9534;6863746.8677;655356.9534;6863746.8677;2;null;20;77;751207702;351;null;RUE;PYRENEES;R;CA102;Traiteur asiatique;1;0;null;1;PCA;0;null
6667;79114;655295.2442;6863852.5882;655295.2442;6863852.5882;2;null;20;77;751207713;328;null;RUE;PYRENEES;R;CA102;Traiteur asiatique;1;0;null;1;PCA;0;null
6624;78881;655348.0608;6863757.2427;655345.430772938;6863760.25649456;2;null;20;77;751207702;353;null;RUE;PYRENEES;R;CA111;Commerce détail de boissons;1;0;null;1;PCA;0;null
6625;78895;655262.4822;6863857.1046;655259.854804132;6863860.12068868;2;null;20;77;751207702;371;null;RUE;PYRENEES;A;CA107;Vente de produits surgelés;1;0;null;1;PCA;0;null
6657;79027;655294.1102;6863908.4647;655294.1102;6863908.4647;2;null;20;77;751207712;8;null;RUE;LEVERT;A;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
6664;79099;655278.2875;6863888.5712;655275.739956472;6863885.48736765;2;null;20;77;751207713;6;null;RUE;LEVERT;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;1;PCA;0;null
6830;80462;655287.4428;6863284.1057;655287.4428;6863284.1057;2;null;20;79;751207911;11;null;RUE;SORBIER;R;CA301;Alimentation générale  <120m²;1;0;null;1;PCA;0;null
6834;80500;655223.1987;6863325.0265;655218.554213388;6863331.54023504;2;null;20;79;751207907;4;null;RUE;SORBIER;R;CA301;Alimentation générale  <120m²;1;0;null;1;PCA;0;null
6833;80499;655223.1987;6863325.0265;655223.1987;6863325.0265;2;null;20;79;751207907;4;null;RUE;SORBIER;R;CA301;Alimentation générale  <120m²;1;0;null;1;PCA;0;null
6621;78857;655427.7045;6863663.9309;655427.7045;6863663.9309;2;null;20;77;751207702;339;null;RUE;PYRENEES;R;CA109;Boucherie - Boucherie-Charcuterie;1;0;null;1;PCA;0;null
7505;95281;655218.3325;6863075.24;655218.3325;6863075.24;2;null;20;79;751207908;77;null;RUE;AMANDIERS;A;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
6828;80451;655373.4071;6863399.6999;655369.549054558;6863398.64373459;2;null;20;79;751207911;90;null;RUE;MENILMONTANT;R;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;1;PCA;0;null
