OBJECTID;ID_LOCAL;X;Y;Xbis;Ybis;C20_NIV8;F7;ARRO;QUA;IRIS;NUM;LET;TYP_VOIE;LIB_VOIE;C20_SIT;C20_CODACT;C20_LIBACT;C20_SURF;C20_CC_ID;C20_NOM_CC;CODE_PROTECTION;TYPE_PROTECTION;CODE_ZTI;NOM_ZTI
4902;57262;648608.8408;6861422.4697;648608.8408;6861422.4697;6;null;15;59;751155914;3;null;RUE;GENERAL BARATIER;A;AA101;Locaux Vacants;1;0;null;0;null;0;null
8551;96372;648609.5981;6861452.4757;648606.773130923;6861449.64381905;6;null;15;59;751155914;7;null;AV;CHAMPAUBERT;R;AA101;Locaux Vacants;1;0;null;0;null;0;null
4916;57345;648617.59;6861524.2482;648617.59;6861524.2482;6;null;15;59;751155914;78;null;AV;SUFFREN;CC;AA101;Locaux Vacants;1;501;VILLAGE SUISSE A;0;null;0;null
4917;57347;648617.59;6861524.2482;648617.59;6861524.2482;6;null;15;59;751155914;78;null;AV;SUFFREN;CC;AA101;Locaux Vacants;1;501;VILLAGE SUISSE A;0;null;0;null
4915;57343;648617.59;6861524.2482;648617.59;6861524.2482;6;null;15;59;751155914;78;null;AV;SUFFREN;CC;AA101;Locaux Vacants;1;501;VILLAGE SUISSE A;0;null;0;null
4911;57317;648617.59;6861524.2482;648617.59;6861524.2482;6;null;15;59;751155914;78;null;AV;SUFFREN;CC;AA101;Locaux Vacants;1;501;VILLAGE SUISSE A;0;null;0;null
4912;57318;648617.59;6861524.2482;648617.59;6861524.2482;6;null;15;59;751155914;78;null;AV;SUFFREN;CC;AA101;Locaux Vacants;1;501;VILLAGE SUISSE A;0;null;0;null
4761;55369;648905.8445;6861053.4286;648909.494124192;6861051.79145515;6;null;15;58;751155812;15;null;BD;GARIBALDI;R;AA101;Locaux Vacants;1;0;null;1;PCA;0;null
7885;89222;648689.7975;6861055.5456;648689.7975;6861055.5456;6;null;15;59;751155912;4;null;RUE;CROIX NIVERT;R;AA101;Locaux Vacants;1;0;null;1;PCA;0;null
4853;56614;648657.5177;6861069.5868;648649.698963488;6861067.8934721;6;null;15;59;751155912;40;null;RUE;FREMICOURT;R;AA101;Locaux Vacants;1;0;null;1;PCA;0;null
4818;55967;648711.0867;6861290.8356;648711.0867;6861290.8356;6;null;15;59;751155913;20;null;RUE;LAOS;R;AA101;Locaux Vacants;1;0;null;0;null;0;null
4760;55361;648834.6954;6861099.0949;648834.6954;6861099.0949;6;null;15;58;751155812;11;null;RUE;ALEXANDRE CABANEL;R;AA101;Locaux Vacants;1;0;null;0;null;0;null
4814;55885;648738.3211;6861210.2292;648738.857735979;6861206.26536072;6;null;15;59;751155913;31;null;RUE;LAOS;R;AA101;Locaux Vacants;1;0;null;0;null;0;null
4789;55611;648716.6742;6861060.1142;648716.6742;6861060.1142;6;null;15;58;751155810;1;null;RUE;CROIX NIVERT;R;AA101;Locaux Vacants;1;0;null;1;PCA;0;null
4908;57294;648606.1321;6861389.1821;648606.1321;6861389.1821;6;null;15;59;751155914;54;null;AV;LA MOTTE PICQUET;CC;AA101;Locaux Vacants;1;502;VILLAGE SUISSE B;1;PCA;0;null
4815;55903;648668.9484;6861401.8774;648663.395151267;6861396.11880395;6;null;15;59;751155913;47;null;AV;LA MOTTE PICQUET;R;AA102;Locaux en travaux;1;0;null;1;PCA;0;null
4755;55301;648959.4407;6860985.0709;648959.4407;6860985.0709;6;null;15;58;751155811;26;null;BD;GARIBALDI;A;AA101;Locaux Vacants;1;0;null;1;PCA;0;null
4790;55622;648618.5615;6860960.459;648618.5615;6860960.459;6;null;15;58;751155810;25;null;RUE;CROIX NIVERT;R;AA102;Locaux en travaux;1;0;null;1;PCA;0;null
4756;55303;648959.4407;6860985.0709;648952.058779718;6860988.15428336;6;null;15;58;751155811;26;null;BD;GARIBALDI;R;AA101;Locaux Vacants;1;0;null;1;PCA;0;null
4762;55383;648995.1926;6861012.4735;648995.1926;6861012.4735;6;null;15;58;751155812;29;null;BD;GARIBALDI;R;AA101;Locaux Vacants;1;0;null;1;PCA;0;null
4753;55288;648941.1096;6860988.3525;648941.1096;6860988.3525;6;null;15;58;751155811;2;null;RUE;CLOUET;R;AA101;Locaux Vacants;1;0;null;1;PCA;0;null
4851;56588;648648.195;6861013.3593;648648.195;6861013.3593;6;null;15;59;751155912;14;null;RUE;CROIX NIVERT;R;AA102;Locaux en travaux;1;0;null;1;PCA;0;null
4759;55351;649020.826;6861045.1667;649020.826;6861045.1667;6;null;15;58;751155812;46;null;AV;SEGUR;R;AA101;Locaux Vacants;1;0;null;0;null;0;null
4850;56587;648657.866;6861023.178;648657.866;6861023.178;6;null;15;59;751155912;10;B;RUE;CROIX NIVERT;R;AA101;Locaux Vacants;1;0;null;1;PCA;0;null
4752;55266;648807.2704;6861050.209;648807.2704;6861050.209;6;null;15;58;751155811;4;null;BD;GARIBALDI;R;AA102;Locaux en travaux;1;0;null;1;PCA;0;null
8646;97182;648606.1321;6861389.1821;648606.1321;6861389.1821;6;null;15;59;751155914;54;null;AV;LA MOTTE PICQUET;CC;AA101;Locaux Vacants;1;502;VILLAGE SUISSE B;1;PCA;0;null
4824;56133;648412.1137;6861520.8724;648412.1137;6861520.8724;6;null;15;59;751155917;9;null;RUE;DU GUESCLIN;A;AA101;Locaux Vacants;1;0;null;0;null;0;null
4894;57242;648606.1321;6861389.1821;648606.1321;6861389.1821;6;null;15;59;751155914;54;null;AV;LA MOTTE PICQUET;CC;AA101;Locaux Vacants;1;502;VILLAGE SUISSE B;1;PCA;0;null
4906;57278;648606.1321;6861389.1821;648606.1321;6861389.1821;6;null;15;59;751155914;54;null;AV;LA MOTTE PICQUET;CC;AA101;Locaux Vacants;1;502;VILLAGE SUISSE B;1;PCA;0;null
4900;57259;648606.1321;6861389.1821;648606.1321;6861389.1821;6;null;15;59;751155914;54;null;AV;LA MOTTE PICQUET;CC;AA101;Locaux Vacants;1;502;VILLAGE SUISSE B;1;PCA;0;null
4895;57243;648606.1321;6861389.1821;648606.1321;6861389.1821;6;null;15;59;751155914;54;null;AV;LA MOTTE PICQUET;CC;AA101;Locaux Vacants;1;502;VILLAGE SUISSE B;1;PCA;0;null
8644;97179;648606.1321;6861389.1821;648606.1321;6861389.1821;6;null;15;59;751155914;54;null;AV;LA MOTTE PICQUET;CC;AA101;Locaux Vacants;1;502;VILLAGE SUISSE B;1;PCA;0;null
4883;57205;648462.4206;6861515.3342;648458.752359702;6861513.73920373;6;null;15;59;751155914;17;null;RUE;DUPLEIX;A;AA101;Locaux Vacants;1;0;null;0;null;0;null
8645;97181;648606.1321;6861389.1821;648606.1321;6861389.1821;6;null;15;59;751155914;54;null;AV;LA MOTTE PICQUET;CC;AA101;Locaux Vacants;1;502;VILLAGE SUISSE B;1;PCA;0;null
4816;55933;648600.5627;6861198.3111;648600.5627;6861198.3111;6;null;15;59;751155913;125;null;BD;GRENELLE;R;AA101;Locaux Vacants;1;0;null;1;PCA;0;null
4817;55953;648593.9343;6861326.0108;648588.354977425;6861320.27746244;6;null;15;59;751155913;55;null;AV;LA MOTTE PICQUET;R;AA101;Locaux Vacants;1;0;null;1;PCA;0;null
4844;56529;648464.6;6861203.1918;648464.6;6861203.1918;6;null;15;59;751155912;1;null;RUE;COMMERCE;A;AA102;Locaux en travaux;1;0;null;1;PCA;0;null
4819;56000;648432.1927;6861359.6687;648432.1927;6861359.6687;6;null;15;59;751155915;6;null;RUE;OUESSANT;A;AA101;Locaux Vacants;1;0;null;0;null;0;null
4909;57296;648606.1321;6861389.1821;648606.1321;6861389.1821;6;null;15;59;751155914;54;null;AV;LA MOTTE PICQUET;CC;AA101;Locaux Vacants;1;502;VILLAGE SUISSE B;1;PCA;0;null
4903;57270;648606.1321;6861389.1821;648606.1321;6861389.1821;6;null;15;59;751155914;54;null;AV;LA MOTTE PICQUET;CC;AA101;Locaux Vacants;1;502;VILLAGE SUISSE B;1;PCA;0;null
8643;97178;648606.1321;6861389.1821;648606.1321;6861389.1821;6;null;15;59;751155914;54;null;AV;LA MOTTE PICQUET;CC;AA101;Locaux Vacants;1;502;VILLAGE SUISSE B;1;PCA;0;null
