OBJECTID;ID_LOCAL;X;Y;Xbis;Ybis;C20_NIV8;F7;ARRO;QUA;IRIS;NUM;LET;TYP_VOIE;LIB_VOIE;C20_SIT;C20_CODACT;C20_LIBACT;C20_SURF;C20_CC_ID;C20_NOM_CC;CODE_PROTECTION;TYPE_PROTECTION;CODE_ZTI;NOM_ZTI
6314;76131;654484.9841;6865157.4092;654484.9841;6865157.4092;2;null;19;73;751197302;125;null;RUE;MEAUX;R;CA111;Commerce détail de boissons;1;0;null;1;PCA;0;null
6315;76140;654547.9469;6865203.2279;654544.233994557;6865201.73983644;2;null;19;73;751197302;102;null;AV;JEAN JAURES;R;CA111;Commerce détail de boissons;1;0;null;1;PCA;0;null
6505;77754;654543.9949;6865174.8599;654543.9949;6865174.8599;2;null;19;76;751197615;98;null;RUE;MEAUX;R;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;3;PCA - PPA;0;null
6504;77750;654528.4766;6865166.0607;654528.4766;6865166.0607;2;null;19;76;751197615;94;null;RUE;MEAUX;A;CA302;Supérette  classique;1;0;null;3;PCA - PPA;0;null
6519;77843;654520.0429;6865112.5612;654520.0429;6865112.5612;2;null;19;76;751197614;37;null;AV;LAUMIERE;R;CA202;Supermarché classique;2;0;null;1;PCA;0;null
6311;76089;654358.828;6865065.3427;654364.944672174;6865070.49889254;2;null;19;73;751197302;101;null;RUE;MEAUX;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;1;PCA;0;null
6280;75920;654253.9428;6865124.7532;654253.9428;6865124.7532;2;null;19;73;751197303;59;null;AV;JEAN JAURES;A;CA202;Supermarché classique;2;0;null;1;PCA;0;null
6312;76101;654392.4096;6865142.9014;654392.4096;6865142.9014;2;null;19;73;751197302;78;null;AV;JEAN JAURES;R;CA301;Alimentation générale  <120m²;1;0;null;1;PCA;0;null
6511;77763;654545.7845;6865151.4146;654545.7845;6865151.4146;2;null;19;76;751197615;3;null;RUE;PETIT;R;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
6313;76109;654429.0951;6865157.1463;654425.378828076;6865155.6666639;2;null;19;73;751197302;88;null;AV;JEAN JAURES;R;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;1;PCA;0;null
6239;75611;653821.8337;6865189.8658;653816.79046078;6865183.6556681;2;null;19;73;751197305;16;null;AV;FLANDRE;R;CA301;Alimentation générale  <120m²;1;0;null;2;PCA - PRCA;0;null
6216;75426;653678.4531;6865275.5944;653680.759970143;6865278.86217449;2;null;19;73;751197307;19;null;RUE;TANGER;R;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;0;null;0;null
6238;75609;653821.8337;6865189.8658;653821.8337;6865189.8658;2;null;19;73;751197305;16;null;AV;FLANDRE;R;CA109;Boucherie - Boucherie-Charcuterie;1;0;null;2;PCA - PRCA;0;null
6281;75928;654195.6615;6865234.7955;654195.6615;6865234.7955;2;null;19;73;751197303;46;B;QU;LOIRE;A;CA302;Supérette  classique;1;0;null;0;null;0;null
6241;75633;653914.6379;6865301.8851;653907.100712878;6865292.54749804;2;null;19;73;751197305;30;null;AV;FLANDRE;R;CA302;Supérette  classique;1;0;null;2;PCA - PRCA;0;null
6240;75630;653914.6379;6865301.8851;653914.6379;6865301.8851;2;null;19;73;751197305;30;null;AV;FLANDRE;R;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;2;PCA - PRCA;0;null
6306;76055;654079.7058;6865021.2275;654075.991079521;6865019.7439732;2;null;19;73;751197302;42;null;AV;JEAN JAURES;R;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;1;PCA;0;null
6278;75902;653981.5143;6865018.5899;653985.230830267;6865020.06888708;2;null;19;73;751197303;17;null;AV;JEAN JAURES;R;CA108;Vente de fruits et légumes;1;0;null;1;PCA;0;null
6279;75909;654025.0575;6865035.5271;654025.0575;6865035.5271;2;null;19;73;751197303;21;null;AV;JEAN JAURES;R;CA102;Traiteur asiatique;1;0;null;1;PCA;0;null
6307;76063;654184.5014;6865060.2118;654184.5014;6865060.2118;2;null;19;73;751197302;54;null;AV;JEAN JAURES;R;CA302;Supérette  classique;1;0;null;1;PCA;0;null
6310;76074;654251.2395;6864978.7607;654251.2395;6864978.7607;2;null;19;73;751197302;87;null;RUE;MEAUX;R;CA203;Supermarché discount;2;0;null;1;PCA;0;null
7616;97336;654218.684;6864954.6368;654225.030826722;6864959.50689143;2;null;19;73;751197302;83;null;RUE;MEAUX;R;CA108;Vente de fruits et légumes;1;0;null;1;PCA;0;null
7261;87743;654102.83;6864976.1953;654102.83;6864976.1953;2;null;19;73;751197302;14;B;RUE;LALLY TOLLENDAL;R;CA106;Torréfacteur -  Commerce détail  thé et café;1;0;null;0;null;0;null
6308;76070;654089.7349;6864988.7978;654092.640238507;6864986.04843495;2;null;19;73;751197302;16;null;RUE;LALLY TOLLENDAL;R;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
7253;87532;653918.1962;6864993.9631;653921.911696859;6864995.44468128;2;null;19;73;751197303;7;null;AV;JEAN JAURES;R;CA301;Alimentation générale  <120m²;1;0;null;1;PCA;0;null
6309;76072;654079.1605;6864998.9759;654082.066798977;6864996.22755027;2;null;19;73;751197302;18;null;RUE;LALLY TOLLENDAL;R;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
7496;95069;653467.8382;6865189.8173;653467.8382;6865189.8173;2;null;19;73;751197307;12;null;RUE;AUBERVILLIERS;R;CA304;Supérette  spécialisée;1;0;null;1;PCA;0;null
6210;75386;653480.6065;6865209.8;653480.6065;6865209.8;2;null;19;73;751197307;18;null;RUE;AUBERVILLIERS;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;1;PCA;0;null
6211;75387;653485.4917;6865217.5389;653485.4917;6865217.5389;2;null;19;73;751197307;20;null;RUE;AUBERVILLIERS;R;CA114;Produits alimentaires spécialisés régionaux et étrangers;1;0;null;1;PCA;0;null
6215;75407;653517.3191;6865239.6461;653517.3191;6865239.6461;2;null;19;73;751197307;16;null;RUE;DEPARTEMENT;R;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
6212;75390;653508.4166;6865253.7403;653508.4166;6865253.7403;2;null;19;73;751197307;26;null;RUE;AUBERVILLIERS;A;CA114;Produits alimentaires spécialisés régionaux et étrangers;1;0;null;1;PCA;0;null
6206;75377;653563.7222;6865121.6792;653563.7222;6865121.6792;2;null;19;73;751197307;224;null;BD;VILLETTE;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;1;PCA;0;null
7497;95080;653492.3249;6865129.3665;653492.3249;6865129.3665;2;null;19;73;751197307;238;null;BD;VILLETTE;R;CA114;Produits alimentaires spécialisés régionaux et étrangers;1;0;null;1;PCA;0;null
6207;75379;653542.9914;6865123.8758;653542.9914;6865123.8758;2;null;19;73;751197307;228;null;BD;VILLETTE;R;CA304;Supérette  spécialisée;1;0;null;1;PCA;0;null
7498;95082;653457.2078;6865173.1467;653457.2078;6865173.1467;2;null;19;73;751197307;8;null;RUE;AUBERVILLIERS;R;CA114;Produits alimentaires spécialisés régionaux et étrangers;1;0;null;1;PCA;0;null
6204;75371;653575.7647;6865133.3578;653575.7647;6865133.3578;2;null;19;73;751197307;3;null;RUE;TANGER;R;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
6205;75374;653582.797;6865143.1287;653585.104440347;6865146.39607189;2;null;19;73;751197307;5;null;RUE;TANGER;R;CA109;Boucherie - Boucherie-Charcuterie;1;0;null;0;null;0;null
6259;75758;654445.7458;6865782.7579;654445.7458;6865782.7579;2;null;19;73;751197314;7;null;RUE;JOINVILLE;R;CA114;Produits alimentaires spécialisés régionaux et étrangers;1;0;null;1;PCA;0;null
6267;75798;654450.0877;6865797.2195;654450.0877;6865797.2195;2;null;19;73;751197314;30;null;RUE;JOINVILLE;R;CA114;Produits alimentaires spécialisés régionaux et étrangers;1;0;null;1;PCA;0;null
6261;75766;654337.8069;6865812.8261;654337.8069;6865812.8261;2;null;19;73;751197314;98;null;AV;FLANDRE;R;CA111;Commerce détail de boissons;1;0;null;2;PCA - PRCA;0;null
6260;75761;654407.5853;6865812.952;654404.426392123;6865815.40583394;2;null;19;73;751197314;11;B;RUE;JOINVILLE;A;CA102;Traiteur asiatique;1;0;null;1;PCA;0;null
6277;75865;654535.0546;6865486.1609;654535.0546;6865486.1609;2;null;19;73;751197304;155;null;RUE;CRIMEE;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;1;PCA;0;null
6255;75732;654345.6907;6865738.7956;654340.752216299;6865745.08935712;2;null;19;73;751197311;177;null;RUE;CRIMEE;R;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;0;null;0;null
6257;75750;654355.2079;6865749.2485;654355.2079;6865749.2485;2;null;19;73;751197314;174;null;RUE;CRIMEE;R;CA109;Boucherie - Boucherie-Charcuterie;1;0;null;0;null;0;null
7258;87683;654383.1442;6865709.3254;654385.552018153;6865706.13127857;2;null;19;73;751197314;168;null;RUE;CRIMEE;R;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
7663;98186;654527.7713;6865488.7603;654527.7713;6865488.7603;2;null;19;73;751197304;100;null;QU;LOIRE;R;CA108;Vente de fruits et légumes;1;0;null;1;PCA;0;null
6258;75753;654456.953;6865773.8463;654456.953;6865773.8463;2;null;19;73;751197314;5;null;RUE;JOINVILLE;R;CA304;Supérette  spécialisée;1;0;null;1;PCA;0;null
7618;97347;654303.8431;6865663.1731;654303.8431;6865663.1731;2;null;19;73;751197311;7;T;RUE;DUVERGIER;R;CA111;Commerce détail de boissons;1;0;null;0;null;0;null
6324;76264;654149.1972;6865667.4395;654149.1972;6865667.4395;2;null;19;73;751197310;83;null;AV;FLANDRE;CI;CA107;Vente de produits surgelés;2;0;null;2;PCA - PRCA;0;null
6325;76268;654149.1972;6865667.4395;654154.314858765;6865673.58844859;2;null;19;73;751197310;83;null;AV;FLANDRE;R;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;2;PCA - PRCA;0;null
6326;76273;654160.8151;6865681.1828;654165.948838873;6865687.31832974;2;null;19;73;751197310;87;null;AV;FLANDRE;R;CA204;Supermarché spécialisé;2;0;null;2;PCA - PRCA;0;null
6231;75549;654278.0302;6865819.063;654278.0302;6865819.063;2;null;19;73;751197316;185;null;RUE;CRIMEE;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;2;PCA - PRCA;0;null
6256;75733;654337.5518;6865749.2803;654337.5518;6865749.2803;2;null;19;73;751197311;179;null;RUE;CRIMEE;R;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
6251;75699;654129.787;6865566.1466;654123.104493298;6865556.17944874;2;null;19;73;751197311;64;null;AV;FLANDRE;R;CA102;Traiteur asiatique;1;0;null;2;PCA - PRCA;0;null
6250;75697;654129.787;6865566.1466;654127.559497766;6865562.82421625;2;null;19;73;751197311;64;null;AV;FLANDRE;R;CA109;Boucherie - Boucherie-Charcuterie;1;0;null;2;PCA - PRCA;0;null
6253;75704;654162.603;6865606.8186;654162.603;6865606.8186;2;null;19;73;751197311;70;null;AV;FLANDRE;R;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;2;PCA - PRCA;0;null
6252;75703;654151.8121;6865594.1404;654149.242554248;6865591.07487645;2;null;19;73;751197311;68;null;AV;FLANDRE;R;CA102;Traiteur asiatique;1;0;null;2;PCA - PRCA;0;null
6323;76262;654123.5806;6865637.1359;654123.5806;6865637.1359;2;null;19;73;751197310;77;null;AV;FLANDRE;R;CA202;Supermarché classique;3;0;null;2;PCA - PRCA;0;null
6254;75713;654212.7834;6865665.3146;654210.081039169;6865662.36549065;2;null;19;73;751197311;78;null;AV;FLANDRE;R;CA301;Alimentation générale  <120m²;1;0;null;2;PCA - PRCA;0;null
7240;87328;654265.4494;6865530.1569;654265.4494;6865530.1569;2;null;19;73;751197305;7;null;RUE;RIQUET;R;CA302;Supérette  classique;1;0;null;0;null;0;null
6245;75654;654030.0693;6865442.6013;654030.0693;6865442.6013;2;null;19;73;751197305;50;null;AV;FLANDRE;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;2;PCA - PRCA;0;null
6248;75670;654086.8359;6865512.4068;654086.8359;6865512.4068;2;null;19;73;751197305;58;null;AV;FLANDRE;R;CA301;Alimentation générale  <120m²;1;0;null;2;PCA - PRCA;0;null
6247;75656;654042.9442;6865458.487;654042.9442;6865458.487;2;null;19;73;751197305;52;null;AV;FLANDRE;R;CA108;Vente de fruits et légumes;1;0;null;2;PCA - PRCA;0;null
6246;75655;654030.0693;6865442.6013;654027.577602771;6865439.47217154;2;null;19;73;751197305;50;null;AV;FLANDRE;R;CA102;Traiteur asiatique;1;0;null;2;PCA - PRCA;0;null
6249;75678;654181.6248;6865539.3994;654177.62924049;6865539.58782559;2;null;19;73;751197305;13;null;RUE;RIQUET;R;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
6218;75436;653651.7864;6865415.6757;653651.7864;6865415.6757;2;null;19;73;751197308;32;null;RUE;MAROC;R;CA109;Boucherie - Boucherie-Charcuterie;1;0;null;0;null;0;null
7499;95084;653841.1073;6865679.7804;653841.1073;6865679.7804;2;null;19;73;751197309;50;null;RUE;RIQUET;R;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
6333;76372;653926.6907;6865785.488;653926.6907;6865785.488;2;null;19;73;751197309;7;null;RUE;CURIAL;R;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
6322;76225;653960.0026;6865703.5431;653960.0026;6865703.5431;2;null;19;73;751197310;10;null;RUE;ARCHEREAU;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;0;null;0;null
6334;76374;653926.6907;6865785.488;653929.19203218;6865793.08690369;2;null;19;73;751197309;7;null;RUE;CURIAL;R;CA304;Supérette  spécialisée;1;0;null;0;null;0;null
6335;76377;653935.6056;6865811.8383;653938.105605599;6865819.43764023;2;null;19;73;751197309;9;null;RUE;CURIAL;R;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
6237;75587;653764.8014;6865358.419;653764.8014;6865358.419;2;null;19;73;751197306;2;null;PL;MAROC;A;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
7563;96561;653733.6681;6865371.1514;653733.6681;6865371.1514;2;null;19;73;751197308;6;null;PL;MAROC;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;0;null;0;null
6243;75643;653974.7007;6865375.042;653974.7007;6865375.042;2;null;19;73;751197305;40;null;AV;FLANDRE;R;CA305;Drive piéton;1;0;null;2;PCA - PRCA;0;null
6219;75443;653757.3883;6865385.2708;653759.710543523;6865388.52766736;2;null;19;73;751197308;33;B;RUE;TANGER;R;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
6236;75585;653922.0966;6865393.1934;653922.0966;6865393.1934;2;null;19;73;751197306;47;null;AV;FLANDRE;R;CA109;Boucherie - Boucherie-Charcuterie;1;0;null;2;PCA - PRCA;0;null
6244;75646;653993.8583;6865393.7328;653993.8583;6865393.7328;2;null;19;73;751197305;44;null;AV;FLANDRE;R;CA202;Supermarché classique;2;0;null;2;PCA - PRCA;0;null
6213;75398;653545.3133;6865313.8962;653545.3133;6865313.8962;2;null;19;73;751197307;38;null;RUE;AUBERVILLIERS;R;CA104;Pâtisserie;1;0;null;1;PCA;0;null
6242;75634;653934.0058;6865325.4722;653934.0058;6865325.4722;2;null;19;73;751197305;32;null;AV;FLANDRE;R;CA101;Charcuterie - Traiteur - Epicerie fine;1;0;null;2;PCA - PRCA;0;null
6214;75400;653551.1584;6865323.9981;653549.18566821;6865320.51839753;2;null;19;73;751197307;40;null;RUE;AUBERVILLIERS;R;CA301;Alimentation générale  <120m²;1;0;null;1;PCA;0;null
6235;75584;653868.0682;6865327.1878;653868.0682;6865327.1878;2;null;19;73;751197306;35;null;AV;FLANDRE;R;CA202;Supermarché classique;2;0;null;2;PCA - PRCA;0;null
6217;75428;653725.6721;6865341.2214;653725.6721;6865341.2214;2;null;19;73;751197307;31;null;RUE;TANGER;R;CA301;Alimentation générale  <120m²;1;0;null;0;null;0;null
7345;89862;653568.3929;6865353.6233;653566.407428231;6865350.15085103;2;null;19;73;751197307;44;null;RUE;AUBERVILLIERS;R;CA114;Produits alimentaires spécialisés régionaux et étrangers;1;0;null;0;null;0;null
6344;76468;654515.7034;6865967.5401;654515.7034;6865967.5401;2;null;19;74;751197404;54;null;RUE;OURCQ;R;CA114;Produits alimentaires spécialisés régionaux et étrangers;1;0;null;0;null;0;null
7619;97357;654502.0664;6866005.9357;654502.0664;6866005.9357;2;null;19;74;751197404;122;null;AV;FLANDRE;R;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;2;PCA - PRCA;0;null
7564;96573;654428.6847;6866737.766;654428.6847;6866737.766;2;null;19;74;751197410;150;null;BD;MACDONALD;A;CA302;Supérette  classique;1;0;null;0;null;0;null
6362;76574;654465.3677;6866028.1535;654465.3677;6866028.1535;2;null;19;74;751197406;139;null;AV;FLANDRE;A;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;2;PCA - PRCA;0;null
6264;75776;654391.9547;6865825.1489;654385.65922035;6865830.08518767;2;null;19;73;751197314;13;null;RUE;JOINVILLE;R;CA102;Traiteur asiatique;1;0;null;1;PCA;0;null
6269;75804;654414.0767;6865825.6855;654417.235179136;6865823.23111422;2;null;19;73;751197314;36;null;RUE;JOINVILLE;R;CA109;Boucherie - Boucherie-Charcuterie;1;0;null;1;PCA;0;null
6268;75803;654414.0767;6865825.6855;654414.0767;6865825.6855;2;null;19;73;751197314;36;null;RUE;JOINVILLE;R;CA103;Boulangerie - Boulangerie Pâtisserie;1;0;null;1;PCA;0;null
6270;75805;654414.0767;6865825.6855;654420.393658272;6865820.77672844;2;null;19;73;751197314;36;null;RUE;JOINVILLE;R;CA204;Supermarché spécialisé;2;0;null;1;PCA;0;null
6265;75783;654432.6637;6865918.6313;654432.6637;6865918.6313;2;null;19;73;751197314;110;B;AV;FLANDRE;R;CA302;Supérette  classique;2;0;null;2;PCA - PRCA;0;null
6266;75784;654455.0971;6865950.6757;654455.0971;6865950.6757;2;null;19;73;751197314;114;null;AV;FLANDRE;R;CA109;Boucherie - Boucherie-Charcuterie;1;0;null;2;PCA - PRCA;0;null
6222;75466;654109.4801;6866092.651;654109.4801;6866092.651;2;null;19;73;751197316;228;null;RUE;CRIMEE;R;CA114;Produits alimentaires spécialisés régionaux et étrangers;1;0;null;0;null;0;null
